_date,_open,_high,_low,_close,_volume
2010-12-09,0.226,0.233,0.1701,0.2,21436.3
2010-12-10,0.19999,0.204,0.18250999999999998,0.204,2184.25
2010-12-11,0.204,0.228,0.1907,0.2273,5788.69
2010-12-12,0.20800000000000002,0.2279,0.20676,0.21899999999999997,1963.56
2010-12-13,0.2101,0.23,0.21,0.2299,6415.59
2010-12-14,0.2289,0.25,0.21,0.24669000000000002,11888.1
2010-12-15,0.2459,0.24600000000000002,0.23800000000000002,0.23801,3684.68
2010-12-16,0.23801,0.255,0.22221,0.24996,14355.3
2010-12-17,0.249,0.249,0.24,0.24,525.513
2010-12-18,0.2487,0.25,0.24100000000000002,0.24100000000000002,769.1089999999999
2010-12-19,0.248,0.25,0.24,0.2401,2500.76
2010-12-20,0.2401,0.29,0.24,0.267,10882.7
2010-12-21,0.26,0.27,0.24,0.24,9625.79
2010-12-22,0.244,0.26,0.244,0.26,5000.46
2010-12-23,0.248,0.25,0.24100000000000002,0.25,8650.15
2010-12-24,0.25,0.26,0.242,0.248,5433.25
2010-12-25,0.2475,0.25,0.2475,0.2499,703
2010-12-26,0.2499,0.27,0.24639,0.263,16585
2010-12-27,0.251,0.295,0.251,0.265,5035.49
2010-12-28,0.264,0.281,0.2612,0.281,15438.7
2010-12-29,0.271,0.301,0.271,0.2998,18609.1
2010-12-30,0.29100000000000004,0.3,0.29100000000000004,0.3,3739.87
2010-12-31,0.3,0.309,0.2,0.309,1727.1
2011-01-01,0.292,0.3,0.292,0.3,2876.24
2011-01-02,0.29459,0.31,0.289,0.309,6778.04
2011-01-03,0.309,0.309,0.2,0.295,2833.26
2011-01-04,0.29601,0.3,0.289,0.29895,2382.93
2011-01-05,0.29004,0.309,0.28,0.29891999999999996,464.657
2011-01-06,0.2989,0.4,0.29,0.298,4862.09
2011-01-07,0.2975,0.34,0.2975,0.32,42973.7
2011-01-08,0.3092,0.3545,0.309,0.3545,1829.44
2011-01-09,0.32291,0.349,0.31,0.32299999999999995,1891.37
2011-01-10,0.32291,0.32899999999999996,0.3175,0.32659,10355.8
2011-01-11,0.32659,0.35,0.31761,0.32659,5257.8
2011-01-12,0.3265,0.3557,0.31799,0.3188,31398.1
2011-01-13,0.31868,0.405,0.3176,0.3176,21318.9
2011-01-14,0.3176,0.45,0.3176,0.4,27348.9
2011-01-15,0.4,0.4,0.385,0.3861,2515.66
2011-01-16,0.3994,0.4,0.386,0.38679,3578.71
2011-01-17,0.38679,0.3901,0.315,0.3495,20591.1
2011-01-18,0.3495,0.35,0.3,0.31299,16072.5
2011-01-19,0.31299,0.35,0.305,0.31,8460.28
2011-01-20,0.31299,0.39,0.31,0.349,20759.4
2011-01-21,0.31,0.44,0.31,0.41991000000000006,9132.46
2011-01-22,0.41,0.4443,0.37,0.4443,11836.4
2011-01-23,0.4443,0.4443,0.40399999999999997,0.4424,1362.62
2011-01-24,0.4424,0.4424,0.381,0.4199,11161.9
2011-01-25,0.4199,0.43,0.375,0.41,2363.72
2011-01-26,0.41123000000000004,0.42,0.3904,0.42,16764.8
2011-01-27,0.4095,0.45,0.40851,0.4212,27808.2
2011-01-28,0.4223,0.446,0.41,0.446,5401.24
2011-01-29,0.445,0.445,0.43,0.439,1467.51
2011-01-30,0.445,0.48,0.41,0.41,10500.5
2011-01-31,0.41,0.95,0.41,0.5200100000000001,65898.3
2011-02-01,0.545,1,0.5102,0.7,31663.4
2011-02-02,0.71,0.7600100000000001,0.69,0.716,5627.48
2011-02-03,0.7218,0.75,0.6501,0.69639,8724.5
2011-02-04,0.72,0.9663,0.6613,0.8109999999999999,44974.3
2011-02-05,0.8390000000000001,0.92,0.75,0.92,17113.8
2011-02-06,0.92,0.93,0.83,0.8969,10681
2011-02-07,0.8996799999999999,0.96,0.83,0.89,2745.03
2011-02-08,0.89,0.96,0.725,0.9179999999999999,8921.44
2011-02-09,0.905,1.09,0.82,1.09,53028.4
2011-02-10,1.08,1.1,0.8,0.98031,28874.6
2011-02-11,0.9890000000000001,1.105,0.9264,1.0700100000000001,15974.2
2011-02-12,1.01,1.255,0.9906,1.078,5268.9
2011-02-13,1.0511,1.1,1.0201,1.05,4441.33
2011-02-14,1.04,1.08,1.033,1.07,7296.55
2011-02-15,1.055,1.1,1,1.05,12084.6
2011-02-16,1.05,1.09,1.0201,1.045,7398.19
2011-02-17,1.045,1.075,1.02,1.04,4354.5
2011-02-18,1.031,1.08,0.78009,0.8989,39758.9
2011-02-19,0.8376,1.03,0.8376,0.9489799999999999,4116.52
2011-02-20,0.9489799999999999,1.045,0.83,0.85,12186.1
2011-02-21,0.8313,1.028,0.29,0.8345,2718.25
2011-02-22,0.85,0.96,0.8313,0.87023,12899.3
2011-02-23,0.90999,0.945,0.8681,0.9,6718.87
2011-02-24,0.95,1,0.9,0.99,13498.5
2011-02-25,0.97,0.99979,0.91109,0.9111,4879.06
2011-02-26,0.9112,0.97,0.91061,0.958,4744.41
2011-02-27,0.958,0.958,0.89,0.89,23368.7
2011-02-28,0.8900899999999999,0.9402,0.805,0.86,5062.19
2011-03-01,0.8601,1.03,0.8502,0.92022,27186.8
2011-03-02,0.9202100000000001,0.94,0.9102,0.9399,2741.87
2011-03-03,0.9127,0.9399,0.91,0.93909,2746.67
2011-03-04,0.9202100000000001,0.972,0.9001,0.9009999999999999,3467.1
2011-03-05,0.91,0.9505,0.8111,0.9103,13673.5
2011-03-06,0.9,0.97,0.5,0.8999,13629.9
2011-03-07,0.87,0.909,0.7213,0.88502,15655.1
2011-03-08,0.88502,0.89,0.8499899999999999,0.8699899999999999,4737.85
2011-03-09,0.8513200000000001,0.87,0.85,0.86449,4546.05
2011-03-10,0.86449,0.9329,0.84965,0.9329,9225.9
2011-03-11,0.89,0.95,0.8601,0.88,4898.51
2011-03-12,0.88,0.9632,0.88,0.9179999999999999,5581.51
2011-03-13,0.9000100000000001,0.93,0.83,0.89249,1588.97
2011-03-14,0.88,0.9,0.88,0.8949,5389.21
2011-03-15,0.8949,0.9345,0.87,0.91,4223
2011-03-16,0.8671,0.88,0.836,0.8599899999999999,7929.62
2011-03-17,0.845,0.92,0.81,0.82542,8457.55
2011-03-18,0.8499,0.85062,0.70999,0.81648,14276.2
2011-03-19,0.78,0.8134,0.7242,0.765,9981.09
2011-03-20,0.789,0.8,0.738,0.7410800000000001,5938.52
2011-03-21,0.76145,0.8,0.738,0.75897,5071
2011-03-22,0.75897,0.95,0.7,0.8,13402.2
2011-03-23,0.81,0.9283,0.78,0.8497100000000001,13901.8
2011-03-24,0.8320000000000001,0.9,0.8265899999999999,0.8668799999999999,14209.4
2011-03-25,0.8668799999999999,0.88999,0.79,0.79,5220.5
2011-03-26,0.8837700000000001,0.905,0.841,0.8552,11756.4
2011-03-27,0.8290000000000001,0.87211,0.79,0.825,5437.65
2011-03-28,0.82,0.87,0.76,0.79898,12766.2
2011-03-29,0.7989,0.86,0.7648,0.7925,4235.02
2011-03-30,0.7925,0.9298,0.76599,0.79,3697.99
2011-03-31,0.7897,0.80098,0.768,0.78461,7237.48
2011-04-01,0.78,3,0.2,0.7741100000000001,6285.93
2011-04-02,0.775,0.85,0.75,0.78199,2609.28
2011-04-03,0.78199,0.79487,0.777,0.779,3935.34
2011-04-04,0.7784,0.85,0.5619,0.68,31987.9
2011-04-05,0.68,0.81,0.58,0.71,10114.6
2011-04-06,0.7477,0.84,0.6902,0.74,8758.1
2011-04-07,0.748,0.78491,0.72,0.7538,10950.3
2011-04-08,0.7538,0.81,0.7,0.74989,18486.7
2011-04-09,0.7499899999999999,0.7676,0.7205,0.73,12130.6
2011-04-10,0.75,0.85,0.7,0.7369,5835.53
2011-04-11,0.73752,0.8372,0.7103,0.77,14797.3
2011-04-12,0.7787,0.9395,0.65,0.86,49308.9
2011-04-13,0.86,1,0.81,0.9225,44142.9
2011-04-14,0.9390000000000001,1,0.8,1,31712.4
2011-04-15,1,1.08999,0.9,0.9899100000000001,50590
2011-04-16,0.9841,1.095,0.92,1.0499,29345.1
2011-04-17,1.048,1.48,0.95,1.1123,25134
2011-04-18,1.13888,1.2,1.0099,1.1619899999999999,28651.9
2011-04-19,1.1618,1.21,0.9,1.1975,13468.6
2011-04-20,1.181,1.3,1.13,1.1421,22694.5
2011-04-21,1.14209,1.49,0.85,1.21,39838.8
2011-04-22,1.21,1.5,1.18,1.40901,39968.7
2011-04-23,1.3911,1.95,1.3202,1.7001,67571.2
2011-04-24,1.7999,2,1.3,2,22340.2
2011-04-25,1.631,1.7099,1.5206,1.5590000000000002,13578.5
2011-04-26,1.581,1.7949,1.5,1.7949,24219.5
2011-04-27,1.781,3.2,0.9,1.9,34315.4
2011-04-28,1.892,2.65,1.66,2,102607
2011-04-29,2.211,2.95,1.99,2.88,58097.6
2011-04-30,2.8789999999999996,4.14996,1.2,3.6,66226.1
2011-05-01,3.5,3.9,1.63,3.0331099999999998,46008.1
2011-05-02,3.0988,4.25,3.029,3.25,18368.8
2011-05-03,3.2,3.49,2.45,3.41,16962.3
2011-05-04,3.45,3.58,3,3.4060900000000003,17750.6
2011-05-05,3.4013,3.55,3,3.333,15833.9
2011-05-06,3.333,3.75,3,3.452,23300.2
2011-05-07,3.45,3.7,3,3.641,17986.6
2011-05-08,3.641,3.937,3.2,3.8659,21265.5
2011-05-09,3.8696,4,3,3.8,11759.7
2011-05-10,3.81,5.99001,2.03,5.81,56938.4
2011-05-11,5.7999,6.065,3.75,5.5,52751.2
2011-05-12,5.4898,6.49,4.8,6.30019,32587.5
2011-05-13,6.3201,8.45,5,8.198,64620
2011-05-14,8.12011,9,5.25,7.19769,55502.6
2011-05-15,6.01,9.0009,6,6.987010000000001,18557.1
2011-05-16,6.9899,8.5,5.25,7.993989999999999,44258.8
2011-05-17,8.011239999999999,8.38901,6.97991,7.19,35735.1
2011-05-18,7.1911,7.8,6.6,6.88,25557.3
2011-05-19,6.7002,8,2.1,6.805,24712
2011-05-20,6.8051,7.1,5.5772,5.59039,44623.8
2011-05-21,7,7,1.4,6.1197099999999995,31462.4
2011-05-22,6.14,6.99,5.99001,6.6901,24011.5
2011-05-23,6.69,7.45,5.5,7.14991,35529.9
2011-05-24,7.1499,7.51,6.01,7.42,29684.1
2011-05-25,7.4899,9.33,3.38,8.3997,64489.3
2011-05-26,8.2502,9.5,6,8.798,29652.1
2011-05-27,8.7002,9.99,6.9,8.5002,14810.9
2011-05-28,8.55,9.1,7,8.3001,12535.1
2011-05-29,8.3001,9,6.15,8.4,7978.21
2011-05-30,8.4483,9.9,7.69,8.8,18429.2
2011-05-31,8.2,10.5,7,9.6,46851.7
2011-06-01,8.741,15,7,9.57,44298.6
2011-06-02,9.6,16,4.7,10.6,42875.4
2011-06-03,10.6002,20,8,14.29,74534.7
2011-06-04,14.27,44,9.7,18.730999999999998,46542.4
2011-06-05,18.965999999999998,29.5,10,16.7,24787.6
2011-06-06,16.7,24.5,10,18.5499,55197.5
2011-06-07,18.2605,24.32,16,23.9234,53885.6
2011-06-08,23.9999,58,10,29.6,105467
2011-06-09,29.91,40,18,28.919,63801.3
2011-06-10,28.9191,35,17,23.9497,94420.6
2011-06-11,23.9499,40,8.39,15,123382
2011-06-12,14.75,24.99,7.01,18.5464,152739
2011-06-13,18.5479,25.980999999999998,14,19.84,74543.8
2011-06-14,19.8,32,15,19.28,37707.5
2011-06-15,18.9,30,11.85,19.49,29725
2011-06-16,19.5,25,1,17,51734.1
2011-06-17,17.1,20.66,12,16,111001
2011-06-18,15.9635,30,13,16.89,37567.3
2011-06-19,15,30,0.03,19.5,33599.3
2011-06-20,1.03,30,1.03,15.48,3886.36
2011-06-21,15.05,30,10,14,4675.75
2011-06-22,12.68,18.5,0.3,14.18,3630.49
2011-06-23,14,20,11,15.02,5994.9
2011-06-24,15.02,19,10,16.16,8469.86
2011-06-25,19,19,12.4,15.002,7231.87
2011-06-26,14.8,19,10.05,16.45,19651.3
2011-06-27,16.45,19,12,16.75,38537.7
2011-06-28,16.75,18,13,16.9498,30760.1
2011-06-29,16.9499,18.98,13,16.85,23951.9
2011-06-30,16.846,19,10,16.101,41508.1
2011-07-01,16.101,17.5,13,15.3898,37332.9
2011-07-02,15.3705,17.97,13,15.4,23561.7
2011-07-03,15.35,18.49,13.7,15.4405,18692.5
2011-07-04,15.4407,17,10.1,13.86,59331.6
2011-07-05,13.878,16,9,12.9069,94064.9
2011-07-06,12.8845,16.5,10.08,14.7835,119967
2011-07-07,14.76,15.9,12.0001,14.7761,57259.5
2011-07-08,14.7991,16.4,7,14.314,38388.6
2011-07-09,14.3154,16.4,13.01,14.38,16550.4
2011-07-10,14.44,16.387999999999998,13,14.8,48950.2
2011-07-11,14.9,17,13.26,14.2091,53121.9
2011-07-12,14.2091,15.48,11.5,14.0094,29292.1
2011-07-13,14.0276,17,12,13.950999999999999,13121.2
2011-07-14,13.1202,15,12.35,14,20310.3
2011-07-15,14,15.2,12.11,13.81,28878.8
2011-07-16,14.4,15,12.1,13.75,19290.5
2011-07-17,13.719000000000001,14.9,3,13.2,37797.8
2011-07-18,13.2831,14.4,11.5,13.48,80818.3
2011-07-19,13.7,14.91,11,13.8502,72524.8
2011-07-20,13.8718,15.7132,1,13.713,27391.5
2011-07-21,13.7198,14,11,13.61,28984.9
2011-07-22,13.55,14,12.76,13.6954,19332.1
2011-07-23,13.7,14.2,12.6,13.68,26263.5
2011-07-24,13.690999999999999,14.2,11.1,13.85,30130.3
2011-07-25,13.98,14.7399,13.1,14.0414,37121.3
2011-07-26,14.1999,14.5,11.2,13.8821,20004.3
2011-07-27,13.8821,16.48,13,13.9394,13735.1
2011-07-28,13.8601,15,10.1,13.4901,35767.8
2011-07-29,13.4901,14.0842,10.0001,13.7674,9023.52
2011-07-30,13.5015,14.4,9.7,13.5303,7935.9
2011-07-31,13.5365,14.8999,12.8292,13.35,48045.8
2011-08-01,13.4858,13.98,10.0001,13.0946,24579.7
2011-08-02,13.0963,13.98,10,12.05,62259.3
2011-08-03,12.05,14.5556,1,9.75,100105
2011-08-04,9.287,13.86,9,10.75,52984.3
2011-08-05,10.7106,13.5,9.5,9.7999,33933.6
2011-08-06,9.7403,15,2.4,6.55,107451
2011-08-07,7,13,5.25,7.9,98120.5
2011-08-08,7.9,12,7,7.799910000000001,36309.3
2011-08-09,7.7999600000000004,13.25,0,10,120563
2011-08-10,10,12.99,9,9.98687,26584.2
2011-08-11,10.0739,11.85,8.45099,9.462480000000001,61560.8
2011-08-12,9.46268,13.5,6.95,9.460510000000001,43610.7
2011-08-13,9.470239999999999,11.43,7.01,9.95,31533.2
2011-08-14,10.1302,15,9,10.7957,48215
2011-08-15,10.7921,18.5,9.0002,11.1498,41561.7
2011-08-16,11.1548,13,9.85,10.9641,17871
2011-08-17,10.9234,12.5,10,11.1001,25191.7
2011-08-18,10.9779,15,7,10.83,10709
2011-08-19,10.83,13,9.35005,11.65,36469
2011-08-20,11.6564,15,10.0003,11.453,11554.3
2011-08-21,11.45,12.95,10,11.3112,10212.3
2011-08-22,11.3112,13,10,10.895,39871.9
2011-08-23,10.89,14,7.79,10.82,16410.9
2011-08-24,10.82,12.5,8.5,10.8506,10392.3
2011-08-25,10.752,12.49,7.5,9.65702,62085
2011-08-26,9.65702,12.48,7.642,8.17939,87778.2
2011-08-27,8.17939,11,8,8.5902,24293.1
2011-08-28,8.5911,10.38,7.71,9.070110000000001,26208.1
